"filename", "language", "C", "Makefile", "CMake", "C++", "GLSL", "Shell Script", "Markdown", "Batch", "Ruby", "XML", "YAML", "Swift", "reStructuredText", "Python", "comment", "blank", "total"
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/color.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 3, 14, 35
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/conf.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 109, 48, 204
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/curve.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 3, 17, 42
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/euler.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 13, 63, 183
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/features.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 2, 29
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/frustum.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 12, 51, 169
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/getting_started.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 3, 32, 106
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/index.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 6, 16, 54
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/io.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 10, 40, 120
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/ivec2.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 17, 59, 180
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/ivec3.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 17, 59, 180
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/ivec4.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 17, 59, 180
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/mat2.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 18, 65, 191
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/mat3.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 19, 68, 201
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/mat4.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 0, 29, 102, 316
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/opengl.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 4, 21, 62
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/opt.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 1, 48, 135
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/plane.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 2, 15, 34
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/project.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 9, 39, 119
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/quat.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 251, 0, 37, 135, 423
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/ray.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 2, 11, 32
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/sphere.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 6, 27, 75
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/troubleshooting.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 2, 35, 100
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/util.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 16, 67, 183
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/vec2-ext.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 15, 51, 144
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/vec2.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 0, 35, 120, 376
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/vec3-ext.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 16, 53, 153
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/vec3.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 297, 0, 46, 161, 504
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/vec4-ext.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 15, 50, 139
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/vec4.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 38, 130, 409
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/docs/source/version.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 6, 16
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/affine-mat.h", "C++", 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 24, 189
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/affine-post.h", "C++", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 27, 248
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/affine-pre.h", "C++", 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 32, 286
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/affine.h", "C++", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 26, 239
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/affine2d.h", "C++", 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 32, 269
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/applesimd.h", "C++", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 17, 96
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/bezier.h", "C++", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 20, 155
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/box.h", "C++", 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 32, 282
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call.h", "C++", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 44
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/affine.h", "C++", 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42, 168
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/affine2d.h", "C++", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 68
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/bezier.h", "C++", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 32
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/box.h", "C++", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 80
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/cam.h", "C++", 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28, 134
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/ortho_lh_no.h", "C++", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 47
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/ortho_lh_zo.h", "C++", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 47
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/ortho_rh_no.h", "C++", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 47
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/ortho_rh_zo.h", "C++", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 47
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/persp_lh_no.h", "C++", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 88
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/persp_lh_zo.h", "C++", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 88
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/persp_rh_no.h", "C++", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 88
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/persp_rh_zo.h", "C++", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 88
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/project_no.h", "C++", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 32
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/project_zo.h", "C++", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 32
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/view_lh_no.h", "C++", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 32
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/view_lh_zo.h", "C++", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 32
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/view_rh_no.h", "C++", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 32
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/clipspace/view_rh_zo.h", "C++", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 32
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/curve.h", "C++", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 24
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/ease.h", "C++", 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35, 144
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/euler.h", "C", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 56
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/frustum.h", "C++", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 42
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/io.h", "C++", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 46
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/ivec2.h", "C++", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 84
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/ivec3.h", "C++", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 84
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/ivec4.h", "C++", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 84
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/mat2.h", "C", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 84
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/mat3.h", "C", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22, 91
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/mat4.h", "C", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32, 132
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/plane.h", "C++", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 24
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/project.h", "C++", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 42
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/quat.h", "C", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 41, 168
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/ray.h", "C++", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 28
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/sphere.h", "C++", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 40
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/vec2.h", "C++", 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 42, 172
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/vec3.h", "C++", 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 76, 313
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/call/vec4.h", "C++", 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 71, 291
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/cam.h", "C++", 0, 0, 0, 319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 30, 583
"/home/blackflage10/Desktop/c/minecraft/vendor/cglm/include/cglm/cglm.h", "C", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 40
